
MTB rifampicin All set Results

rifampicin
0    3069
1    1232
dtype: int64

matrix_size: (4301, 212)

,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,au_ROC_avg,au_PR_avg
0,LogR,0.973,0.96,0.966,0.968,0.953,0.96,0.969,0.987,0.979
1,gNB,0.879,0.634,0.647,0.852,0.613,0.618,0.779,0.967,0.934
2,SVM,0.978,0.976,0.977,0.972,0.965,0.968,0.974,0.994,0.978
3,DT,0.997,0.995,0.997,0.962,0.95,0.956,0.964,0.953,0.948
4,RF,0.994,0.989,0.991,0.962,0.944,0.952,0.96,0.978,0.972
5,KNN,0.963,0.924,0.941,0.954,0.906,0.926,0.939,0.958,0.959
6,LDA,0.991,0.985,0.988,0.971,0.956,0.963,0.971,0.986,0.975
7,mNB,0.913,0.939,0.924,0.909,0.933,0.92,0.933,0.98,0.958
8,ABC,0.97,0.959,0.964,0.962,0.947,0.954,0.962,0.982,0.971
9,GBC,0.975,0.965,0.97,0.966,0.953,0.959,0.966,0.982,0.974
10,ETC,0.997,0.995,0.997,0.964,0.953,0.958,0.966,0.978,0.972
11,BC,0.993,0.988,0.991,0.967,0.956,0.961,0.967,0.974,0.97

Predicted Labels All Set
,Isolate,prediction by LogR,prediction by gNB,prediction by SVM,prediction by DT,prediction by RF,prediction by KNN,prediction by LDA,prediction by mNB,prediction by ABC,prediction by GBC,prediction by ETC,prediction by BC
228,SAMN02414965,1,0,1,1,1,1,1,1,1,1,1,1
229,SAMN02414970,1,1,1,1,1,1,1,1,1,1,1,1
230,SAMN02414971,1,0,1,1,1,1,1,1,1,1,1,1
231,SAMN02414972,1,0,1,1,1,1,1,1,1,1,1,1
232,SAMN02414973,1,0,1,1,1,1,1,1,1,1,1,1
233,SAMN02414975,1,1,1,1,1,1,1,1,1,1,1,1
234,SAMN02414977,1,0,1,1,1,1,1,1,1,1,1,1
235,SAMN02414978,1,0,1,1,1,1,1,1,1,1,1,1
236,SAMN02414987,1,0,1,1,1,1,1,1,1,1,1,1
237,SAMN02414988,0,0,0,0,0,0,0,0,0,0,0,0
238,SAMN02419539,0,0,0,0,0,0,0,0,0,0,0,0
239,SAMN02419551,1,0,1,1,1,1,1,1,1,1,1,1
240,SAMN02419556,1,0,1,1,1,1,1,1,1,1,1,1
241,SAMN02419578,1,0,1,1,1,1,1,1,1,1,1,1
242,SAMN02419594,0,0,0,0,0,0,0,0,0,0,0,0
243,SAMN02419598,0,0,0,0,0,0,0,0,0,0,0,0
244,SAMN02419609,1,0,1,1,1,1,1,1,1,1,1,1
245,SAMN02419622,1,0,1,1,1,1,1,1,1,1,1,1
246,SAMN02419629,1,0,1,1,1,1,1,1,1,1,1,1
247,SAMN02419630,0,0,0,0,0,0,0,1,0,0,0,0
248,SAMN02419639,1,0,1,1,1,1,1,1,1,1,1,1
249,SAMN02419642,0,0,0,0,0,0,0,0,0,0,0,0
250,SAMN02419646,0,0,0,0,0,0,0,1,0,0,0,0
251,SAMN02419659,1,0,1,1,1,1,1,1,1,1,1,1
252,SAMN02419661,1,0,1,1,1,1,1,1,1,1,1,1
253,SAMN02419666,0,0,0,0,0,0,0,0,0,0,0,0
254,SAMN02567672,0,0,0,1,0,0,0,0,0,0,1,1
255,SAMN02567685,1,0,1,1,1,1,1,1,1,1,1,1
256,SAMN02567701,1,0,1,1,1,1,1,1,1,1,1,1
257,SAMN02567704,1,0,1,1,1,1,1,1,1,1,1,1
258,SAMN02567706,1,0,1,1,1,0,1,1,1,1,1,1
259,SAMN02584586,0,0,0,0,0,0,0,0,0,0,0,0
260,SAMN02584591,1,0,1,1,1,1,1,1,1,1,1,1
261,SAMN02584647,1,0,1,1,1,1,1,1,1,1,1,1
262,SAMN02584658,1,0,1,1,1,1,1,1,1,1,1,1
263,SAMN02585887,0,0,0,0,0,0,0,0,0,0,0,0
264,SAMN02585892,0,0,0,0,0,0,0,0,0,0,0,0
265,SAMN02585895,0,0,0,0,0,0,0,1,0,0,0,0
266,SAMN02585907,0,1,0,0,0,0,0,1,0,0,0,0
267,SAMN02585923,0,0,0,0,0,0,0,0,0,0,0,0
268,SAMN02585930,0,0,0,1,1,0,0,0,1,0,1,1
269,SAMN02585937,0,0,0,0,0,0,0,0,0,0,0,0
270,SAMN02585947,0,0,0,0,0,0,0,1,0,0,0,0
271,SAMN02585950,0,0,0,0,0,0,0,0,0,0,0,0
272,SAMN02585979,1,0,1,1,1,0,1,1,0,1,1,0
273,SAMN02585983,1,0,1,1,1,1,1,1,1,1,1,1
274,SAMN02586019,1,0,1,1,1,1,1,1,1,1,1,1
275,SAMN02586032,0,0,0,0,0,0,0,0,0,0,0,0
276,SAMN02586050,1,0,1,1,1,1,1,1,1,1,1,1
277,SAMN02586055,1,0,1,1,1,1,1,1,1,1,1,1
278,SAMN02586061,1,0,1,1,1,1,0,1,1,1,1,1
279,SAMN02586069,1,1,1,1,1,1,1,1,1,1,1,1
280,SAMN02586083,1,0,1,1,1,1,1,1,1,1,1,1
281,SAMN02586092,0,0,0,0,0,0,0,0,0,0,0,0
282,SAMN02586099,1,0,1,1,1,0,1,1,1,1,1,1
283,SAMN02598965,0,0,0,0,0,0,0,0,0,0,0,0
284,SAMN02598989,0,0,0,0,0,0,0,0,0,0,0,0
285,SAMN02598995,0,0,0,0,0,0,0,0,0,0,0,0
286,SAMN02599006,0,0,0,0,0,0,0,0,0,0,0,0
287,SAMN02599052,0,0,0,0,0,0,0,0,0,0,0,0
288,SAMN02599057,0,0,0,0,0,0,0,0,0,0,0,0
289,SAMN02599063,0,1,0,1,0,0,1,0,1,0,0,1
290,SAMN02599069,0,0,0,0,0,0,0,0,0,0,0,0
291,SAMN02599070,0,0,0,0,0,0,0,0,0,0,0,0
292,SAMN02599102,0,0,0,0,0,0,0,1,0,0,0,0
293,SAMN02599103,0,1,0,0,0,0,0,1,1,0,0,1
294,SAMN02599114,0,1,0,0,0,0,0,0,0,0,0,0
295,SAMN02599121,0,0,0,0,0,0,0,0,0,0,0,0
296,SAMN02599129,0,0,0,0,0,0,0,0,0,0,0,0
297,SAMN02599137,0,0,0,0,0,0,0,0,0,0,0,0
298,SAMN02599146,0,0,0,0,0,0,0,0,0,0,0,0
299,SAMN02599149,0,0,0,0,0,0,0,0,0,0,0,0
300,SAMN02599150,0,1,0,0,0,0,0,1,0,0,0,0
301,SAMN02599182,0,0,0,0,0,0,0,0,0,0,0,0
302,SAMN02628481,1,0,1,1,1,0,1,1,1,1,1,1
303,SAMN02628487,1,0,1,1,1,1,1,1,1,1,1,1
304,SAMN02628489,1,0,1,1,1,1,1,1,1,1,1,1
305,SAMN02628503,1,0,1,1,1,1,1,1,1,1,1,1
306,SAMN03647114,0,0,0,0,0,0,0,0,0,0,0,0
307,SAMN03647131,0,0,0,0,0,0,0,0,0,0,0,0
308,SAMN03647132,0,0,0,0,0,0,0,0,0,0,0,0
309,SAMN03647139,0,0,0,0,0,0,0,0,0,0,0,0
310,SAMN03647148,0,0,0,0,0,0,0,0,0,0,0,0
311,SAMN03647185,0,0,0,0,0,0,0,0,0,0,0,0
312,SAMN03647195,0,0,0,0,0,0,0,0,0,0,0,0
313,SAMN03647206,0,0,0,0,0,0,0,0,0,0,0,0
314,SAMN03647217,0,0,0,0,0,0,0,0,0,0,0,0
315,SAMN03647231,0,0,0,0,0,0,0,0,0,0,0,0
316,SAMN03647256,0,0,0,0,0,0,0,0,0,0,0,0
317,SAMN03647266,0,0,0,0,0,0,0,0,0,0,0,0
318,SAMN03647275,0,0,0,0,0,0,0,0,0,0,0,0
319,SAMN03647285,0,0,0,0,0,0,0,0,0,0,0,0
320,SAMN03647304,0,0,0,0,0,0,0,1,0,0,0,0
321,SAMN03647317,0,0,0,0,0,0,0,0,0,0,0,0
322,SAMN03647329,0,0,0,0,0,0,0,0,0,0,0,0
323,SAMN03647332,0,0,0,0,0,0,0,0,0,0,0,0
324,SAMN03647342,0,0,0,0,0,0,0,0,0,0,0,0
325,SAMN03647354,0,0,0,0,0,0,0,0,0,0,0,0
326,SAMN03647358,0,0,0,0,0,0,0,0,0,0,0,0
327,SAMN03647366,0,0,0,0,0,0,0,0,0,0,0,0
328,SAMN03647367,0,0,0,0,0,0,0,0,0,0,0,0
329,SAMN03647370,0,0,0,0,0,0,0,0,0,0,0,0
330,SAMN03647392,0,0,0,0,0,0,0,0,0,0,0,0
331,SAMN03647403,0,0,0,0,0,0,0,0,0,0,0,0
332,SAMN03647418,0,0,0,0,0,0,0,1,1,0,1,0
333,SAMN03647435,0,0,0,0,0,0,0,0,0,0,0,0
334,SAMN03647438,0,0,0,0,0,0,0,0,0,0,0,0
335,SAMN03647453,0,0,0,0,0,0,0,0,0,0,0,0
336,SAMN03647456,0,0,0,0,0,0,0,0,0,0,0,0
337,SAMN03647467,0,0,1,0,0,0,1,0,0,0,0,1
338,SAMN03647472,0,0,0,0,0,0,0,0,0,0,0,0
339,SAMN03647475,0,0,0,0,0,0,0,0,0,0,0,0
340,SAMN03647514,0,0,0,0,0,0,0,0,0,0,0,0
341,SAMN03647535,0,0,0,0,0,0,0,0,0,0,0,0
342,SAMN03647546,0,0,0,0,0,0,0,1,0,0,0,0
343,SAMN03647579,0,0,0,0,0,0,0,0,0,0,0,0
344,SAMN03647584,0,0,0,0,0,0,0,0,0,0,0,0
345,SAMN03647599,0,0,0,0,0,0,0,0,0,0,0,0
346,SAMN03647601,0,0,0,0,0,0,0,0,0,0,0,0
347,SAMN03647623,0,0,0,0,0,0,0,0,0,0,0,0
348,SAMN03647625,0,0,0,0,0,0,0,0,0,0,0,0
349,SAMN03647627,0,0,0,0,0,0,0,0,0,0,0,0
350,SAMN03647631,0,0,0,0,0,0,0,0,0,0,0,0
351,SAMN03647671,0,0,0,0,0,0,0,0,0,0,0,0
352,SAMN03647672,0,0,0,0,0,0,0,0,0,0,0,0
353,SAMN03647685,0,0,0,0,0,0,0,0,0,0,0,0
354,SAMN03647687,0,0,0,0,0,0,0,0,0,0,0,0
355,SAMN03647689,0,0,0,0,0,0,0,0,0,0,0,0
356,SAMN03647693,0,0,0,0,0,0,0,0,0,0,0,0
357,SAMN03647724,0,0,0,0,0,0,0,0,0,0,0,0
358,SAMN03647732,0,0,0,0,0,0,0,0,0,0,0,0
359,SAMN03647735,0,0,0,0,0,0,0,0,0,0,0,0
360,SAMN03647747,0,0,0,0,0,0,0,0,0,0,0,0
361,SAMN03647771,0,0,0,0,0,0,0,0,0,0,0,0
362,SAMN03647773,0,0,0,0,0,0,0,0,0,0,0,0
363,SAMN03647779,0,0,0,0,0,0,0,0,0,0,0,0
364,SAMN03647791,0,0,0,0,0,0,0,0,0,0,0,0
365,SAMN03647794,0,0,0,0,0,0,0,0,0,0,0,0
366,SAMN03647817,0,0,0,0,0,0,0,0,0,0,0,0
367,SAMN03647824,0,0,0,0,0,0,0,0,0,0,0,0
368,SAMN03647827,0,0,0,0,0,0,0,0,0,0,0,0
369,SAMN03647842,0,0,0,0,0,0,0,0,0,0,0,0
370,SAMN03647844,0,0,0,0,0,0,0,0,0,0,0,0
371,SAMN03647847,0,0,0,0,0,0,0,0,0,0,0,0
372,SAMN03647858,0,0,0,0,0,0,0,0,0,0,0,0
373,SAMN03647870,0,0,0,0,0,0,0,0,0,0,0,0
374,SAMN03647889,0,0,0,0,0,0,0,0,0,0,0,0
375,SAMN03647898,0,0,0,0,0,0,0,0,0,0,0,0
376,SAMN03647909,0,0,0,0,0,0,0,0,0,0,0,0
377,SAMN03647912,0,0,0,0,0,0,0,0,0,0,0,0
378,SAMN03647919,0,0,0,0,0,0,0,0,0,0,0,0
379,SAMN03647925,0,0,0,0,0,0,0,0,0,0,0,0
380,SAMN03647932,0,0,0,0,0,0,0,0,0,0,0,0
381,SAMN03647954,0,0,0,0,0,0,0,0,0,0,0,0
382,SAMN03647972,0,0,0,0,0,0,0,0,0,0,0,0
383,SAMN03647981,0,0,0,0,0,0,0,0,0,0,0,0
384,SAMN03647996,0,0,0,0,0,0,0,0,0,0,0,0
385,SAMN03647997,0,0,0,0,0,0,0,0,0,0,0,0
386,SAMN03647998,0,0,0,0,0,0,0,0,0,0,0,0
387,SAMN03648008,0,0,0,0,0,0,0,0,0,0,0,0
388,SAMN03648009,1,0,1,1,1,1,1,1,1,1,1,1
389,SAMN03648016,0,0,0,0,0,0,0,0,0,0,0,0
390,SAMN03648021,1,0,1,1,1,1,1,1,1,1,1,1
391,SAMN03648025,0,0,0,0,0,0,0,0,0,0,0,0
392,SAMN03648032,0,0,0,0,0,0,0,0,0,0,0,0
393,SAMN03648035,0,0,0,0,0,0,0,0,0,0,0,0
394,SAMN03648055,0,0,0,0,0,0,0,0,0,0,0,0
395,SAMN03648065,0,0,0,0,0,0,0,0,0,0,0,0
396,SAMN03648068,1,0,1,1,0,0,1,1,0,1,1,1
397,SAMN03648082,1,0,1,1,1,1,1,1,1,1,1,1
398,SAMN03648193,0,0,0,0,0,0,0,0,0,0,0,0
399,SAMN03648196,0,0,0,0,0,0,0,0,0,0,0,0
400,SAMN03648207,0,0,0,0,0,0,0,0,0,0,0,0
401,SAMN03648212,0,0,0,0,0,0,0,0,0,0,0,0
402,SAMN03648216,0,0,0,0,0,0,0,0,0,0,0,0
403,SAMN03648220,0,0,0,0,0,0,0,0,0,0,0,0
404,SAMN03648228,0,0,0,0,0,0,0,0,0,0,0,0
405,SAMN03648241,0,0,0,0,0,0,0,0,0,0,0,0
406,SAMN03648252,0,0,0,0,0,0,0,0,0,0,0,0
407,SAMN03648257,0,0,0,0,0,0,0,0,0,0,0,0
408,SAMN03648258,0,0,0,0,0,0,0,0,0,0,0,0
409,SAMN03648263,0,0,0,0,0,0,0,0,0,0,0,0
410,SAMN03648273,0,0,0,0,0,0,0,0,0,0,0,0
411,SAMN03648275,0,0,0,0,0,0,0,0,0,0,0,0
412,SAMN03648278,0,0,0,0,0,0,0,0,0,0,0,0
413,SAMN03648280,0,0,0,0,0,0,0,0,0,0,0,0
414,SAMN03648291,0,0,0,0,0,0,0,0,0,0,0,0
415,SAMN03648293,0,0,0,0,0,0,0,0,0,0,0,0
416,SAMN03648321,0,0,0,0,0,0,0,0,0,0,0,0
417,SAMN03648349,0,0,0,0,0,0,0,0,0,0,0,0
418,SAMN03648352,0,0,0,0,0,0,0,0,0,0,0,0
419,SAMN03648370,0,0,0,0,0,0,0,0,0,0,0,0
420,SAMN03648374,0,0,0,0,0,0,0,0,0,0,0,0
421,SAMN03648381,0,0,0,0,0,0,0,0,0,0,0,0
422,SAMN03648390,0,0,0,0,0,0,0,0,0,0,0,0
423,SAMN03648392,0,0,0,0,0,0,0,0,0,0,0,0
424,SAMN03648397,0,0,0,0,0,0,0,0,0,0,0,0
425,SAMN03648428,0,0,0,0,0,0,0,0,0,0,0,0
426,SAMN03648439,0,0,0,0,0,0,0,0,0,0,0,0
427,SAMN03648463,0,0,0,0,0,0,0,0,0,0,0,0
428,SAMN03648480,0,0,0,0,0,0,0,1,0,0,0,0
429,SAMN03648489,0,0,0,0,0,0,0,0,0,0,0,0
430,SAMN03648544,0,0,0,0,0,0,0,0,0,0,0,0
431,SAMN03648552,0,0,0,0,0,0,0,0,0,0,0,0
432,SAMN03648562,0,0,0,0,0,0,0,0,0,0,0,0
433,SAMN03648581,0,0,0,0,0,0,0,0,0,0,0,0
434,SAMN03648591,1,1,1,1,1,1,1,1,1,1,1,1
435,SAMN03648592,0,0,0,0,0,0,0,0,0,0,0,0
436,SAMN03648596,0,0,0,0,0,0,0,0,0,0,0,0
437,SAMN03648636,0,0,0,0,0,0,0,0,0,0,0,0
438,SAMN03648652,0,0,0,0,0,0,0,1,0,0,0,0
439,SAMN03648661,0,0,0,0,0,0,0,0,0,0,0,0
440,SAMN03648662,0,0,0,0,0,0,0,1,0,0,0,0
441,SAMN03648675,0,0,0,0,0,0,0,1,0,0,0,0
442,SAMN03648685,0,0,0,0,0,0,0,0,0,0,0,0
443,SAMN03648734,0,0,0,0,0,0,0,0,0,0,0,0
444,SAMN03648742,0,0,1,0,0,0,1,1,0,1,0,0
445,SAMN03648747,0,0,0,0,0,0,0,0,0,0,0,0
446,SAMN03648750,0,0,0,0,0,0,0,0,0,0,0,0
447,SAMN03648751,0,0,0,0,0,0,0,0,0,0,0,0
448,SAMN03648754,0,0,0,0,0,0,0,0,0,0,0,0
449,SAMN03648756,0,0,0,0,0,0,0,0,0,0,0,0
450,SAMN03648760,0,0,0,0,0,0,0,0,0,0,0,0
451,SAMN03648766,0,1,1,1,0,0,1,1,0,0,1,0
452,SAMN03648774,0,0,0,0,0,0,0,0,0,0,0,0
453,SAMN03648784,0,0,0,0,0,0,0,0,0,0,0,0
454,SAMN03648831,0,0,0,0,0,0,0,0,0,0,0,0
455,SAMN03648838,0,0,0,0,0,0,0,0,0,0,0,0
456,SAMN03648848,0,0,0,0,0,0,0,1,0,0,0,0
457,SAMN03648860,0,0,0,0,0,0,0,0,0,0,0,0
458,SAMN03648888,0,0,1,1,1,0,1,0,0,1,1,1
459,SAMN03648891,0,0,0,0,0,0,0,0,0,0,0,0
460,SAMN03648896,0,0,0,0,0,0,0,0,0,0,0,0
461,SAMN03648903,0,0,0,0,0,0,0,0,0,0,0,0
462,SAMN03648914,0,0,0,0,0,0,0,0,0,0,0,0
463,SAMN03648918,0,0,0,0,0,0,0,0,0,0,0,0
464,SAMN03648934,0,0,0,0,0,0,0,0,0,0,0,0
465,SAMN03648963,0,0,0,0,0,0,0,1,0,0,0,0
466,SAMN03648971,0,0,0,0,0,0,0,0,0,0,0,0
467,SAMN03648975,0,0,0,0,0,0,0,0,0,0,0,0
468,SAMN03648976,0,0,0,0,0,0,0,0,0,0,0,0
469,SAMN03648980,0,0,0,0,0,0,0,1,0,0,0,0
470,SAMN03648987,0,0,0,0,0,0,0,0,0,0,0,0
471,SAMN03649003,0,0,0,0,0,0,0,0,0,0,0,0
472,SAMN03649011,0,0,0,0,0,0,0,0,0,0,0,0
473,SAMN03649025,0,0,0,0,0,0,0,0,0,0,0,0
474,SAMN03649026,0,0,0,0,0,0,0,0,0,0,0,0
475,SAMN03649028,0,0,0,0,0,0,0,0,0,0,0,0
476,SAMN03649043,0,0,0,0,0,0,0,0,0,0,0,0
477,SAMN03649072,0,0,0,0,0,0,0,0,0,0,0,0

MTB rifampicin Random set Results
,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,Loo_CV_Avg,au_ROC_avg,au_PR_avg
0,LogR,0.812,0.658,0.605,0.793,0.61,0.603,0.765,0.759,0.656,0.644
1,gNB,0.829,0.564,0.541,0.798,0.566,0.535,0.747,0.739,0.655,0.636
2,SVM,0.817,0.663,0.61,0.809,0.614,0.609,0.767,0.762,0.628,0.622
3,DT,0.817,0.663,0.61,0.791,0.611,0.605,0.766,0.76,0.656,0.645
4,RF,0.816,0.663,0.61,0.79,0.612,0.605,0.766,0.76,0.656,0.645
5,KNN,0.794,0.63,0.573,0.768,0.6,0.571,0.718,0.722,0.625,0.639
6,LDA,0.814,0.661,0.61,0.79,0.612,0.605,0.765,0.76,0.655,0.641
7,mNB,0.724,0.658,0.523,0.685,0.562,0.522,0.742,0.739,0.614,0.616
8,ABC,0.814,0.662,0.61,0.79,0.612,0.605,0.765,0.76,0.656,0.643
9,GBC,0.817,0.663,0.61,0.79,0.611,0.604,0.766,0.76,0.656,0.645
10,ETC,0.817,0.663,0.61,0.79,0.612,0.605,0.766,0.76,0.656,0.644
11,BC,0.816,0.663,0.61,0.79,0.612,0.605,0.766,0.76,0.656,0.646
